,eid,label,video,times,mismatch,n_mismatch,duration
303,8c552ddc-813e-4035-81cc-3971b57efe65,left,True,True,False,0.0,3858.0
304,8c552ddc-813e-4035-81cc-3971b57efe65,right,True,True,False,0.0,3864.0
305,8c552ddc-813e-4035-81cc-3971b57efe65,body,True,True,False,0.0,3853.0
306,07dc4b76-5b93-4a03-82a0-b3d9cc73f412,left,True,True,False,0.0,5345.0
307,07dc4b76-5b93-4a03-82a0-b3d9cc73f412,right,True,True,False,0.0,5353.0
308,07dc4b76-5b93-4a03-82a0-b3d9cc73f412,body,True,True,False,0.0,5339.0
309,9468fa93-21ae-4984-955c-e8402e280c83,left,True,True,False,0.0,4747.0
310,9468fa93-21ae-4984-955c-e8402e280c83,right,True,True,False,0.0,4754.0
311,9468fa93-21ae-4984-955c-e8402e280c83,body,True,True,False,0.0,4741.0
312,e5c75b62-6871-4135-b3d0-f6464c2d90c0,left,True,True,False,0.0,4437.0
313,e5c75b62-6871-4135-b3d0-f6464c2d90c0,right,True,True,False,0.0,4444.0
314,e5c75b62-6871-4135-b3d0-f6464c2d90c0,body,True,True,False,0.0,4432.0
315,a6fe44a8-07ab-49b8-81f9-e18575aa85cc,left,True,True,False,0.0,5331.0
316,a6fe44a8-07ab-49b8-81f9-e18575aa85cc,right,True,True,False,0.0,5339.0
317,a6fe44a8-07ab-49b8-81f9-e18575aa85cc,body,True,True,False,0.0,5324.0
318,781b35fd-e1f0-4d14-b2bb-95b7263082bb,left,True,True,False,0.0,3529.0
319,781b35fd-e1f0-4d14-b2bb-95b7263082bb,right,True,True,False,0.0,3534.0
320,781b35fd-e1f0-4d14-b2bb-95b7263082bb,body,True,True,False,0.0,3525.0
321,571d3ffe-54a5-473d-a265-5dc373eb7efc,left,False,True,,,
322,571d3ffe-54a5-473d-a265-5dc373eb7efc,right,False,True,,,
323,571d3ffe-54a5-473d-a265-5dc373eb7efc,body,False,True,,,
324,0ac8d013-b91e-4732-bc7b-a1164ff3e445,left,True,True,False,0.0,5344.0
325,0ac8d013-b91e-4732-bc7b-a1164ff3e445,right,True,True,False,0.0,5352.0
326,0ac8d013-b91e-4732-bc7b-a1164ff3e445,body,True,True,False,0.0,5337.0
327,69c9a415-f7fa-4208-887b-1417c1479b48,left,True,True,False,0.0,4962.0
328,69c9a415-f7fa-4208-887b-1417c1479b48,right,True,True,False,0.0,4970.0
329,69c9a415-f7fa-4208-887b-1417c1479b48,body,True,True,False,0.0,4957.0
330,dfbe628d-365b-461c-a07f-8b9911ba83aa,left,True,True,False,0.0,5349.0
331,dfbe628d-365b-461c-a07f-8b9911ba83aa,right,True,True,False,0.0,5357.0
332,dfbe628d-365b-461c-a07f-8b9911ba83aa,body,True,True,False,0.0,5343.0
333,aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,left,True,True,False,0.0,4926.0
334,aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,right,True,True,False,0.0,4934.0
335,aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,body,True,True,False,0.0,4920.0
336,0a018f12-ee06-4b11-97aa-bbbff5448e9f,left,True,True,False,0.0,3968.0
337,0a018f12-ee06-4b11-97aa-bbbff5448e9f,right,True,True,False,0.0,3976.0
338,0a018f12-ee06-4b11-97aa-bbbff5448e9f,body,True,True,False,0.0,3964.0
339,4503697e-af44-47d9-898d-4924be990240,left,True,True,False,0.0,4414.0
340,4503697e-af44-47d9-898d-4924be990240,right,True,True,False,0.0,4421.0
341,4503697e-af44-47d9-898d-4924be990240,body,True,True,False,0.0,4409.0
342,7082d8ff-255a-47d7-a839-bf093483ec30,left,False,False,,,
343,7082d8ff-255a-47d7-a839-bf093483ec30,right,False,False,,,
344,7082d8ff-255a-47d7-a839-bf093483ec30,body,False,False,,,
345,ac7d3064-7f09-48a3-88d2-e86a4eb86461,left,False,False,,,
346,ac7d3064-7f09-48a3-88d2-e86a4eb86461,right,False,False,,,
347,ac7d3064-7f09-48a3-88d2-e86a4eb86461,body,False,False,,,
348,b22f694e-4a34-4142-ab9d-2556c3487086,left,True,True,False,0.0,3974.0
349,b22f694e-4a34-4142-ab9d-2556c3487086,right,True,True,False,0.0,3980.0
350,b22f694e-4a34-4142-ab9d-2556c3487086,body,True,True,False,0.0,3969.0
351,872ce8ff-9fb3-485c-be00-bc5479e0095b,left,False,False,,,
352,872ce8ff-9fb3-485c-be00-bc5479e0095b,right,False,False,,,
353,872ce8ff-9fb3-485c-be00-bc5479e0095b,body,False,False,,,
354,1b715600-0cbc-442c-bd00-5b0ac2865de1,left,True,True,False,0.0,4805.0
355,1b715600-0cbc-442c-bd00-5b0ac2865de1,right,True,True,False,0.0,4812.0
356,1b715600-0cbc-442c-bd00-5b0ac2865de1,body,True,True,False,0.0,4799.0
357,e45481fa-be22-4365-972c-e7404ed8ab5a,left,True,True,False,0.0,6414.0
358,e45481fa-be22-4365-972c-e7404ed8ab5a,right,True,True,False,0.0,6408.0
359,e45481fa-be22-4365-972c-e7404ed8ab5a,body,True,True,False,0.0,6409.0
360,ffef0311-8ffa-49e3-a857-b3adf6d86e12,left,True,True,False,0.0,4999.0
361,ffef0311-8ffa-49e3-a857-b3adf6d86e12,right,True,True,False,0.0,5007.0
362,ffef0311-8ffa-49e3-a857-b3adf6d86e12,body,True,True,False,0.0,4993.0
363,78b4fff5-c5ec-44d9-b5f9-d59493063f00,left,True,True,False,0.0,5365.0
364,78b4fff5-c5ec-44d9-b5f9-d59493063f00,right,True,True,False,0.0,5374.0
365,78b4fff5-c5ec-44d9-b5f9-d59493063f00,body,True,True,False,0.0,5359.0
366,196a2adf-ff83-49b2-823a-33f990049c2e,left,True,True,False,0.0,3934.0
367,196a2adf-ff83-49b2-823a-33f990049c2e,right,False,False,,,
368,196a2adf-ff83-49b2-823a-33f990049c2e,body,False,False,,,
369,6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,left,True,True,False,0.0,4822.0
370,6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,right,True,True,False,0.0,4829.0
371,6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,body,True,True,False,0.0,4816.0
372,752456f3-9f47-4fbf-bd44-9d131c0f41aa,left,True,True,False,0.0,5221.0
373,752456f3-9f47-4fbf-bd44-9d131c0f41aa,right,True,True,False,0.0,5229.0
374,752456f3-9f47-4fbf-bd44-9d131c0f41aa,body,True,True,False,0.0,5215.0
375,3f859b5c-e73a-4044-b49e-34bb81e96715,left,True,True,False,0.0,4156.0
376,3f859b5c-e73a-4044-b49e-34bb81e96715,right,True,True,False,0.0,4162.0
377,3f859b5c-e73a-4044-b49e-34bb81e96715,body,True,True,False,0.0,4151.0
378,c8d46ee6-eb68-4535-8756-7c9aa32f10e4,left,True,True,False,0.0,3759.0
379,c8d46ee6-eb68-4535-8756-7c9aa32f10e4,right,True,True,False,0.0,3765.0
380,c8d46ee6-eb68-4535-8756-7c9aa32f10e4,body,True,True,False,0.0,3755.0
381,1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,left,True,True,False,0.0,6534.0
382,1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,right,True,True,False,0.0,6544.0
383,1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,body,True,True,False,0.0,6526.0
384,f819d499-8bf7-4da0-a431-15377a8319d5,left,True,True,False,0.0,4414.0
385,f819d499-8bf7-4da0-a431-15377a8319d5,right,True,True,False,0.0,4421.0
386,f819d499-8bf7-4da0-a431-15377a8319d5,body,True,True,False,0.0,4409.0
387,8928f98a-b411-497e-aa4b-aa752434686d,left,True,True,False,0.0,4522.0
388,8928f98a-b411-497e-aa4b-aa752434686d,right,True,True,False,0.0,4529.0
389,8928f98a-b411-497e-aa4b-aa752434686d,body,True,True,False,0.0,4517.0
390,446f4724-1690-49f9-819a-2bd8e2ea88ce,left,True,True,False,0.0,4265.0
391,446f4724-1690-49f9-819a-2bd8e2ea88ce,right,True,True,False,0.0,4271.0
392,446f4724-1690-49f9-819a-2bd8e2ea88ce,body,True,True,False,0.0,4260.0
393,a2701b93-d8e1-47e9-a819-f1063046f3e7,left,True,True,False,0.0,3651.0
394,a2701b93-d8e1-47e9-a819-f1063046f3e7,right,True,True,False,0.0,3657.0
395,a2701b93-d8e1-47e9-a819-f1063046f3e7,body,True,True,False,0.0,3647.0
396,0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,left,True,True,False,0.0,3635.0
397,0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,right,True,True,False,0.0,3641.0
398,0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,body,True,True,False,0.0,3640.0
399,ee13c19e-2790-4418-97ca-48f02e8013bb,left,True,True,False,0.0,4753.0
400,ee13c19e-2790-4418-97ca-48f02e8013bb,right,True,True,False,0.0,4761.0
401,ee13c19e-2790-4418-97ca-48f02e8013bb,body,True,True,False,0.0,4760.0
402,db4df448-e449-4a6f-a0e7-288711e7a75a,left,True,True,False,0.0,3466.0
403,db4df448-e449-4a6f-a0e7-288711e7a75a,right,True,True,False,0.0,3472.0
404,db4df448-e449-4a6f-a0e7-288711e7a75a,body,True,True,False,0.0,3471.0
405,3dd347df-f14e-40d5-9ff2-9c49f84d2157,left,True,True,False,0.0,4773.0
406,3dd347df-f14e-40d5-9ff2-9c49f84d2157,right,True,True,False,0.0,4780.0
407,3dd347df-f14e-40d5-9ff2-9c49f84d2157,body,True,True,False,0.0,4780.0
408,3c851386-e92d-4533-8d55-89a46f0e7384,left,True,True,False,0.0,3920.0
409,3c851386-e92d-4533-8d55-89a46f0e7384,right,True,True,False,0.0,3926.0
410,3c851386-e92d-4533-8d55-89a46f0e7384,body,True,True,False,0.0,3925.0
411,158d5d35-a2ab-4a76-87b0-51048c5d5283,left,True,True,False,0.0,3904.0
412,158d5d35-a2ab-4a76-87b0-51048c5d5283,right,True,True,False,0.0,3910.0
413,158d5d35-a2ab-4a76-87b0-51048c5d5283,body,True,True,False,0.0,3909.0
414,30e5937e-e86a-47e6-93ae-d2ae3877ff8e,left,True,True,False,0.0,2995.0
415,30e5937e-e86a-47e6-93ae-d2ae3877ff8e,right,True,True,False,0.0,3000.0
416,30e5937e-e86a-47e6-93ae-d2ae3877ff8e,body,True,True,False,0.0,2999.0
417,413a6825-2144-4a50-b3fc-cf38ddd6fd1a,left,True,True,False,0.0,3642.0
418,413a6825-2144-4a50-b3fc-cf38ddd6fd1a,right,True,True,False,0.0,3648.0
419,413a6825-2144-4a50-b3fc-cf38ddd6fd1a,body,True,True,False,0.0,3647.0
420,a19c7a3a-7261-42ce-95d5-1f4ca46007ed,left,True,True,False,0.0,3085.0
421,a19c7a3a-7261-42ce-95d5-1f4ca46007ed,right,True,True,False,0.0,3090.0
422,a19c7a3a-7261-42ce-95d5-1f4ca46007ed,body,True,True,False,0.0,3090.0
423,e5c772cd-9c92-47ab-9525-d618b66a9b5d,left,True,True,False,0.0,3566.0
424,e5c772cd-9c92-47ab-9525-d618b66a9b5d,right,True,True,False,0.0,3572.0
425,e5c772cd-9c92-47ab-9525-d618b66a9b5d,body,True,True,False,0.0,3571.0
426,6668c4a0-70a4-4012-a7da-709660971d7a,left,True,True,False,0.0,3830.0
427,6668c4a0-70a4-4012-a7da-709660971d7a,right,True,True,False,0.0,3836.0
428,6668c4a0-70a4-4012-a7da-709660971d7a,body,True,True,False,0.0,3836.0
429,4fa70097-8101-4f10-b585-db39429c5ed0,left,True,True,False,0.0,2376.0
430,4fa70097-8101-4f10-b585-db39429c5ed0,right,True,True,False,0.0,2380.0
431,4fa70097-8101-4f10-b585-db39429c5ed0,body,True,True,False,0.0,2380.0
432,90d1e82c-c96f-496c-ad4e-ee3f02067f25,left,True,True,False,0.0,2761.0
433,90d1e82c-c96f-496c-ad4e-ee3f02067f25,right,True,True,False,0.0,2765.0
434,90d1e82c-c96f-496c-ad4e-ee3f02067f25,body,True,True,False,0.0,2765.0
435,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,left,True,True,False,0.0,2216.0
436,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,right,True,True,False,0.0,2220.0
437,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,body,True,True,False,0.0,2219.0
438,931a70ae-90ee-448e-bedb-9d41f3eda647,left,True,True,False,0.0,2151.0
439,931a70ae-90ee-448e-bedb-9d41f3eda647,right,True,True,False,0.0,2154.0
440,931a70ae-90ee-448e-bedb-9d41f3eda647,body,True,True,False,0.0,2154.0
441,02fbb6da-3034-47d6-a61b-7d06c796a830,left,True,True,False,0.0,2906.0
442,02fbb6da-3034-47d6-a61b-7d06c796a830,right,True,True,False,0.0,2910.0
443,02fbb6da-3034-47d6-a61b-7d06c796a830,body,True,True,False,0.0,2910.0
444,7bee9f09-a238-42cf-b499-f51f765c6ded,left,True,True,False,0.0,2296.0
445,7bee9f09-a238-42cf-b499-f51f765c6ded,right,True,True,False,0.0,2300.0
446,7bee9f09-a238-42cf-b499-f51f765c6ded,body,True,True,False,0.0,2299.0
447,36280321-555b-446d-9b7d-c2e17991e090,left,True,True,False,0.0,3241.0
448,36280321-555b-446d-9b7d-c2e17991e090,right,True,True,False,0.0,3246.0
449,36280321-555b-446d-9b7d-c2e17991e090,body,True,True,False,0.0,3246.0
450,741979ce-3f10-443a-8526-2275620c8473,left,True,True,False,0.0,2911.0
451,741979ce-3f10-443a-8526-2275620c8473,right,True,True,False,0.0,2916.0
452,741979ce-3f10-443a-8526-2275620c8473,body,True,True,False,0.0,2915.0
453,cf43dbb1-6992-40ec-a5f9-e8e838d0f643,left,True,True,False,0.0,2542.0
454,cf43dbb1-6992-40ec-a5f9-e8e838d0f643,right,True,True,False,0.0,2546.0
455,cf43dbb1-6992-40ec-a5f9-e8e838d0f643,body,True,True,False,0.0,2546.0
456,2f63c555-eb74-4d8d-ada5-5c3ecf3b46be,left,True,True,False,0.0,4781.0
457,2f63c555-eb74-4d8d-ada5-5c3ecf3b46be,right,True,True,False,0.0,4788.0
458,2f63c555-eb74-4d8d-ada5-5c3ecf3b46be,body,True,True,False,0.0,4787.0
459,9a629642-3a9c-42ed-b70a-532db0e86199,left,True,True,True,-1709.0,4234.0
460,9a629642-3a9c-42ed-b70a-532db0e86199,right,True,True,True,-4286.0,4241.0
461,9a629642-3a9c-42ed-b70a-532db0e86199,body,True,True,True,-854.0,4240.0
462,e535fb62-e245-4a48-b119-88ce62a6fe67,left,True,True,False,0.0,3817.0
463,e535fb62-e245-4a48-b119-88ce62a6fe67,right,True,True,False,0.0,3823.0
464,e535fb62-e245-4a48-b119-88ce62a6fe67,body,True,True,False,0.0,3822.0
465,f25642c6-27a5-4a97-9ea0-06652db79fbd,left,True,True,False,0.0,4056.0
466,f25642c6-27a5-4a97-9ea0-06652db79fbd,right,True,True,False,0.0,4062.0
467,f25642c6-27a5-4a97-9ea0-06652db79fbd,body,True,True,False,0.0,4071.0
468,4720c98a-a305-4fba-affb-bbfa00a724a4,left,True,True,False,0.0,4373.0
469,4720c98a-a305-4fba-affb-bbfa00a724a4,right,True,True,False,0.0,4380.0
470,4720c98a-a305-4fba-affb-bbfa00a724a4,body,True,True,False,0.0,4390.0
471,7622da34-51b6-4661-98ae-a57d40806008,left,True,True,False,0.0,4591.0
472,7622da34-51b6-4661-98ae-a57d40806008,right,True,True,False,0.0,4598.0
473,7622da34-51b6-4661-98ae-a57d40806008,body,True,True,False,0.0,4608.0
474,b658bc7d-07cd-4203-8a25-7b16b549851b,left,True,True,False,0.0,5023.0
475,b658bc7d-07cd-4203-8a25-7b16b549851b,right,True,True,False,0.0,5032.0
476,b658bc7d-07cd-4203-8a25-7b16b549851b,body,True,True,False,0.0,5043.0
477,bd456d8f-d36e-434a-8051-ff3997253802,left,True,True,False,0.0,4820.0
478,bd456d8f-d36e-434a-8051-ff3997253802,right,True,True,False,0.0,4828.0
479,bd456d8f-d36e-434a-8051-ff3997253802,body,True,True,False,0.0,4838.0
480,ee8b36de-779f-4dea-901f-e0141c95722b,left,True,True,False,0.0,4582.0
481,ee8b36de-779f-4dea-901f-e0141c95722b,right,True,True,False,0.0,4589.0
482,ee8b36de-779f-4dea-901f-e0141c95722b,body,True,True,False,0.0,4599.0
483,b39752db-abdb-47ab-ae78-e8608bbf50ed,left,True,True,False,0.0,4683.0
484,b39752db-abdb-47ab-ae78-e8608bbf50ed,right,True,True,False,0.0,4691.0
485,b39752db-abdb-47ab-ae78-e8608bbf50ed,body,True,True,False,0.0,4701.0
486,5339812f-8b91-40ba-9d8f-a559563cc46b,left,True,True,False,0.0,4140.0
487,5339812f-8b91-40ba-9d8f-a559563cc46b,right,True,True,False,0.0,4146.0
488,5339812f-8b91-40ba-9d8f-a559563cc46b,body,True,True,False,0.0,4155.0
489,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,left,True,True,False,0.0,3648.0
490,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,right,True,True,False,0.0,3654.0
491,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,body,True,True,False,0.0,3662.0
492,c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,left,True,True,False,0.0,4666.0
493,c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,right,True,True,False,0.0,4673.0
494,c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,body,True,True,False,0.0,4684.0
495,aa20388b-9ea3-4506-92f1-3c2be84b85db,left,True,True,False,0.0,4452.0
496,aa20388b-9ea3-4506-92f1-3c2be84b85db,right,True,True,False,0.0,4459.0
497,aa20388b-9ea3-4506-92f1-3c2be84b85db,body,True,True,False,0.0,4469.0
498,251ece37-7798-477c-8a06-2845d4aa270c,left,True,True,False,0.0,3981.0
499,251ece37-7798-477c-8a06-2845d4aa270c,right,True,True,False,0.0,3988.0
500,251ece37-7798-477c-8a06-2845d4aa270c,body,True,True,False,0.0,3997.0
501,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,left,True,True,False,0.0,4239.0
502,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,right,True,True,False,0.0,4258.0
503,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,body,True,True,False,0.0,4255.0
504,e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,left,True,True,False,0.0,3590.0
505,e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,right,True,True,False,0.0,3606.0
506,e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,body,True,True,False,0.0,3604.0
507,cde63527-7f5a-4cc3-8ac2-215d82e7da26,left,True,True,False,0.0,3399.0
508,cde63527-7f5a-4cc3-8ac2-215d82e7da26,right,True,True,False,0.0,3415.0
509,cde63527-7f5a-4cc3-8ac2-215d82e7da26,body,True,True,False,0.0,3412.0
510,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,left,True,True,False,0.0,4750.0
511,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,right,True,True,False,0.0,4757.0
512,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,body,True,True,False,0.0,4768.0
513,f7335a49-4a98-46d2-a8ce-d041d2eac1d6,left,True,True,False,0.0,4756.0
514,f7335a49-4a98-46d2-a8ce-d041d2eac1d6,right,True,True,False,0.0,4763.0
515,f7335a49-4a98-46d2-a8ce-d041d2eac1d6,body,True,True,False,0.0,4774.0
516,9eec761e-9762-4897-b308-a3a08c311e69,left,True,True,False,0.0,4996.0
517,9eec761e-9762-4897-b308-a3a08c311e69,right,True,True,False,0.0,5004.0
518,9eec761e-9762-4897-b308-a3a08c311e69,body,True,True,False,0.0,5016.0
519,9fe512b8-92a8-4642-83b6-01158ab66c3c,left,True,True,False,0.0,4796.0
520,9fe512b8-92a8-4642-83b6-01158ab66c3c,right,True,True,False,0.0,4804.0
521,9fe512b8-92a8-4642-83b6-01158ab66c3c,body,True,True,False,0.0,4814.0
522,26aa51ff-968c-42e4-85c8-8ff47d19254d,left,True,True,False,0.0,4070.0
523,26aa51ff-968c-42e4-85c8-8ff47d19254d,right,True,True,False,0.0,4076.0
524,26aa51ff-968c-42e4-85c8-8ff47d19254d,body,True,True,False,0.0,4085.0
525,e012d3e3-fdbc-4661-9ffa-5fa284e4e706,left,True,True,False,0.0,4657.0
526,e012d3e3-fdbc-4661-9ffa-5fa284e4e706,right,True,True,False,0.0,4664.0
527,e012d3e3-fdbc-4661-9ffa-5fa284e4e706,body,True,True,False,0.0,4675.0
528,948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,left,True,True,False,0.0,4395.0
529,948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,right,True,True,False,0.0,4402.0
530,948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,body,True,True,False,0.0,4412.0
531,2e22c1fc-eec6-4856-85a0-7dba8668f646,left,True,True,False,0.0,4372.0
532,2e22c1fc-eec6-4856-85a0-7dba8668f646,right,True,True,False,0.0,4391.0
533,2e22c1fc-eec6-4856-85a0-7dba8668f646,body,True,True,False,0.0,4389.0
534,64977c74-9c04-437a-9ea1-50386c4996db,left,True,True,False,0.0,4562.0
535,64977c74-9c04-437a-9ea1-50386c4996db,right,True,True,False,0.0,4559.0
536,64977c74-9c04-437a-9ea1-50386c4996db,body,True,True,False,0.0,4570.0
537,9a6e127b-bb07-4be2-92e2-53dd858c2762,left,True,True,False,0.0,2813.0
538,9a6e127b-bb07-4be2-92e2-53dd858c2762,right,True,True,False,0.0,2810.0
539,9a6e127b-bb07-4be2-92e2-53dd858c2762,body,True,True,False,0.0,2824.0
540,09156021-9a1d-4e1d-ae59-48cbde3c5d42,left,True,True,False,0.0,2764.0
541,09156021-9a1d-4e1d-ae59-48cbde3c5d42,right,True,True,False,0.0,2761.0
542,09156021-9a1d-4e1d-ae59-48cbde3c5d42,body,True,True,False,0.0,2775.0
543,90e524a2-aa63-47ce-b5b8-1b1941a1223a,left,True,True,False,0.0,2707.0
544,90e524a2-aa63-47ce-b5b8-1b1941a1223a,right,True,True,False,0.0,2704.0
545,90e524a2-aa63-47ce-b5b8-1b1941a1223a,body,True,True,False,0.0,2718.0
546,1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,left,True,True,False,0.0,4040.0
547,1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,right,True,True,False,0.0,4036.0
548,1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,body,True,True,False,0.0,4057.0
549,58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,left,True,True,False,0.0,3184.0
550,58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,right,True,True,False,0.0,3181.0
551,58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,body,True,True,False,0.0,3190.0
552,10fac7a1-919d-4ca7-83c4-4675bd8d9416,left,True,True,False,0.0,3318.0
553,10fac7a1-919d-4ca7-83c4-4675bd8d9416,right,True,True,False,0.0,3315.0
554,10fac7a1-919d-4ca7-83c4-4675bd8d9416,body,True,True,False,0.0,3324.0
555,8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,left,True,True,False,0.0,4420.0
556,8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,right,True,True,False,0.0,4416.0
557,8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,body,True,True,False,0.0,4428.0
558,68775ca0-b056-48d5-b6ae-a4c2a76ae48f,left,True,True,False,0.0,5507.0
559,68775ca0-b056-48d5-b6ae-a4c2a76ae48f,right,True,True,False,0.0,5502.0
560,68775ca0-b056-48d5-b6ae-a4c2a76ae48f,body,True,True,False,0.0,5517.0
561,f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,left,True,True,False,0.0,3779.0
562,f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,right,True,True,False,0.0,3775.0
563,f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,body,True,True,False,0.0,3786.0
564,1b61b7f2-a599-4e40-abd6-3e758d2c9e25,left,True,True,False,0.0,4901.0
565,1b61b7f2-a599-4e40-abd6-3e758d2c9e25,right,True,True,False,0.0,4909.0
566,1b61b7f2-a599-4e40-abd6-3e758d2c9e25,body,True,True,False,0.0,4908.0
567,cea755db-4eee-4138-bdd6-fc23a572f5a1,left,False,False,,,
568,cea755db-4eee-4138-bdd6-fc23a572f5a1,right,False,False,,,
569,cea755db-4eee-4138-bdd6-fc23a572f5a1,body,False,False,,,
570,30af8629-7b96-45b7-8778-374720ddbc5e,left,True,True,False,0.0,4115.0
571,30af8629-7b96-45b7-8778-374720ddbc5e,right,True,True,False,0.0,4112.0
572,30af8629-7b96-45b7-8778-374720ddbc5e,body,True,True,False,0.0,4123.0
573,66d98e6e-bcd9-4e78-8fbb-636f7e808b29,left,True,True,False,0.0,5453.0
574,66d98e6e-bcd9-4e78-8fbb-636f7e808b29,right,True,True,False,0.0,5474.0
575,66d98e6e-bcd9-4e78-8fbb-636f7e808b29,body,True,True,False,0.0,5463.0
576,f9860a11-24d3-452e-ab95-39e199f20a93,left,True,True,False,0.0,5850.0
577,f9860a11-24d3-452e-ab95-39e199f20a93,right,True,True,False,0.0,5872.0
578,f9860a11-24d3-452e-ab95-39e199f20a93,body,True,True,False,0.0,5860.0
579,f3ce3197-d534-4618-bf81-b687555d1883,left,True,True,False,0.0,6357.0
580,f3ce3197-d534-4618-bf81-b687555d1883,right,True,True,False,0.0,6382.0
581,f3ce3197-d534-4618-bf81-b687555d1883,body,True,True,False,0.0,6368.0
582,6f09ba7e-e3ce-44b0-932b-c003fb44fb89,left,True,True,False,0.0,5670.0
583,6f09ba7e-e3ce-44b0-932b-c003fb44fb89,right,True,True,False,0.0,5692.0
584,6f09ba7e-e3ce-44b0-932b-c003fb44fb89,body,True,True,False,0.0,5680.0
585,695a6073-eae0-49e0-bb0f-e9e57a9275b9,left,True,True,False,0.0,4803.0
586,695a6073-eae0-49e0-bb0f-e9e57a9275b9,right,True,True,False,0.0,4822.0
587,695a6073-eae0-49e0-bb0f-e9e57a9275b9,body,True,True,False,0.0,4812.0
588,6fb1e12c-883b-46d1-a745-473cde3232c8,left,True,True,False,0.0,4293.0
589,6fb1e12c-883b-46d1-a745-473cde3232c8,right,True,True,False,0.0,4309.0
590,6fb1e12c-883b-46d1-a745-473cde3232c8,body,True,True,False,0.0,4300.0
591,88d24c31-52e4-49cc-9f32-6adbeb9eba87,left,True,True,False,0.0,4344.0
592,88d24c31-52e4-49cc-9f32-6adbeb9eba87,right,True,True,False,0.0,4360.0
593,88d24c31-52e4-49cc-9f32-6adbeb9eba87,body,True,True,False,0.0,4351.0
594,c6db3304-c906-400c-aa0f-45dd3945b2ea,left,True,True,False,0.0,5194.0
595,c6db3304-c906-400c-aa0f-45dd3945b2ea,right,True,True,False,0.0,5214.0
596,c6db3304-c906-400c-aa0f-45dd3945b2ea,body,True,True,False,0.0,5203.0
597,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,left,True,True,False,0.0,4004.0
598,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,right,True,True,False,0.0,4020.0
599,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,body,True,True,False,0.0,4011.0
600,dac3a4c1-b666-4de0-87e8-8c514483cacf,left,True,True,False,0.0,4412.0
601,dac3a4c1-b666-4de0-87e8-8c514483cacf,right,True,True,False,0.0,4429.0
602,dac3a4c1-b666-4de0-87e8-8c514483cacf,body,True,True,False,0.0,4420.0
603,875c1e5c-f7ec-45ac-ab82-ecfe7276a707,left,True,True,False,0.0,5448.0
604,875c1e5c-f7ec-45ac-ab82-ecfe7276a707,right,True,True,False,0.0,5468.0
605,875c1e5c-f7ec-45ac-ab82-ecfe7276a707,body,True,True,False,0.0,5457.0
606,81a1dca0-cc90-47c5-afe3-c277319c47c8,left,True,True,False,0.0,4599.0
607,81a1dca0-cc90-47c5-afe3-c277319c47c8,right,True,True,False,0.0,4617.0
