,eid,label,mp4,timestamps,frames_match,dlc,features,licks,duration,videoQC,dlcQC,videoQC_focus,videoQC_position,videoQC_framerate,videoQC_pin_state,videoQC_brightness,videoQC_resolution,videoQC_timestamps,videoQC_camera_times,videoQC_file_headers,videoQC_dropped_frames,videoQC_wheel_alignment,dlcQC_paw_far_nan,dlcQC_mean_in_bbox,dlcQC_paw_close_nan,dlcQC_pupil_blocked,dlcQC_trace_all_nan,dlcQC_lick_detection,dlcQC_pupil_diameter_snr,dlcQC_time_trace_length_match
0,6713a4a7-faed-4df2-acab-ee4e63326f8d,left,True,True,False,True,False,False,5122.0,NOT_COMPUTED,FAIL,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,False,NOT_COMPUTED,False,True,True,NOT_COMPUTED,False
1,6713a4a7-faed-4df2-acab-ee4e63326f8d,right,True,True,False,True,False,False,5131.0,NOT_COMPUTED,FAIL,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,True,NOT_COMPUTED,False,True,True,NOT_COMPUTED,False
2,6713a4a7-faed-4df2-acab-ee4e63326f8d,body,True,True,False,True,False,False,5155.0,NOT_COMPUTED,FAIL,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,NOT_COMPUTED,,True,,,True,,,False
3,56956777-dca5-468c-87cb-78150432cc57,left,True,True,True,True,True,True,3627.0,WARNING,FAIL,True,True,"[True, 60.212]",,True,True,True,"[True, 0]",True,,"[True, 2]",True,False,True,False,False,True,"[True, None]",False
4,56956777-dca5-468c-87cb-78150432cc57,right,True,True,True,True,True,True,3632.0,FAIL,FAIL,True,True,"[True, 150.966]",,False,True,True,"[True, 0]",True,,"[True, 3]",True,True,True,False,True,True,"[True, None]",False
5,56956777-dca5-468c-87cb-78150432cc57,body,True,True,True,True,False,True,3649.0,FAIL,FAIL,True,False,"[True, 30.193]",,True,True,True,"[True, 0]",True,,,,True,,,True,,,False
6,a8a8af78-16de-4841-ab07-fde4b5281a03,left,True,True,True,True,True,True,3751.0,WARNING,FAIL,True,True,"[True, 60.212]",,True,True,True,"[True, 0]",True,,"[True, 1]",True,False,True,True,True,True,"[False, 7.671]",True
7,a8a8af78-16de-4841-ab07-fde4b5281a03,right,True,True,True,True,True,True,3758.0,FAIL,FAIL,True,True,"[True, 150.966]",,False,True,True,"[True, 0]",True,,"[True, 0]",True,True,True,False,True,True,"[True, None]",True
8,a8a8af78-16de-4841-ab07-fde4b5281a03,body,True,True,True,True,False,True,3775.0,FAIL,FAIL,True,False,"[True, 30.193]",,True,True,True,"[True, 0]",True,,,,False,,,True,,,True
9,032ffcdf-7692-40b3-b9ff-8def1fc18b2e,left,True,True,True,True,True,True,3820.0,WARNING,FAIL,True,True,"[True, 60.212]",,True,True,True,"[True, 0]",True,,"[True, 3]",False,False,True,True,True,True,"[True, 13.777]",False
10,032ffcdf-7692-40b3-b9ff-8def1fc18b2e,right,True,True,True,True,True,True,3827.0,FAIL,FAIL,False,True,"[True, 150.966]",,False,True,True,"[True, 0]",True,,"[True, 8]",True,False,True,True,True,True,"[False, 1.348]",False
11,032ffcdf-7692-40b3-b9ff-8def1fc18b2e,body,True,True,True,True,False,True,3844.0,FAIL,FAIL,True,False,"[True, 30.193]",,True,True,True,"[True, 0]",True,,,,False,,,True,,,False
12,8c33abef-3d3e-4d42-9f27-445e9def08f9,left,True,True,True,True,True,True,5963.0,FAIL,FAIL,True,False,"[True, 60.212]",,True,True,True,"[True, 0]",True,,"[True, 1]",True,False,False,False,True,True,"[True, None]",True
13,8c33abef-3d3e-4d42-9f27-445e9def08f9,right,True,True,True,True,True,True,5973.0,FAIL,FAIL,True,False,"[True, 150.966]",,True,True,True,"[True, 0]",True,,"[True, -32]",False,False,True,True,True,True,"[True, 6.331]",True
14,8c33abef-3d3e-4d42-9f27-445e9def08f9,body,True,True,True,True,False,True,6001.0,FAIL,FAIL,True,False,"[True, 30.193]",,True,True,True,"[True, 0]",True,,,,False,,,True,,,True
15,ebe2efe3-e8a1-451a-8947-76ef42427cc9,left,True,True,True,True,True,True,4631.0,FAIL,FAIL,True,False,"[True, 60.212]","[True, 6, 1]",True,True,True,"[True, 0]",True,"[True, 0, 1]","[True, 0]",True,False,True,True,False,True,"[False, 2.067]",True
16,ebe2efe3-e8a1-451a-8947-76ef42427cc9,right,True,True,True,True,True,True,4638.0,FAIL,FAIL,True,False,"[True, 150.966]","[True, 4, 0]",True,True,True,"[True, 0]",True,"[True, 5, 0]","[True, -2]",False,False,True,True,True,True,"[True, 6.329]",True
17,ebe2efe3-e8a1-451a-8947-76ef42427cc9,body,True,True,True,True,False,True,4660.0,FAIL,FAIL,True,False,"[True, 30.193]","[True, 7, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,False,,,True,,,True
18,77e6dc6a-66ed-433c-b1a2-778c914f523c,left,True,True,True,True,True,True,5135.0,FAIL,FAIL,True,False,"[True, 60.212]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 1]",False,False,False,False,True,True,"[True, None]",True
19,77e6dc6a-66ed-433c-b1a2-778c914f523c,right,True,True,True,True,True,True,5143.0,FAIL,FAIL,True,False,"[True, 150.966]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 3, 0]","[True, 17]",False,False,True,True,True,True,"[False, 0.264]",True
20,77e6dc6a-66ed-433c-b1a2-778c914f523c,body,True,True,True,True,False,True,5167.0,FAIL,PASS,True,False,"[True, 30.193]","[True, 2, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
21,5569f363-0934-464e-9a5b-77c8e67791a1,left,True,True,True,True,True,True,5176.0,FAIL,FAIL,False,True,"[True, 60.212]","[True, 1, 1]",False,True,True,"[True, 0]",True,"[True, 1, 0]","[True, -8]",False,False,False,True,True,True,"[False, 0.956]",True
22,5569f363-0934-464e-9a5b-77c8e67791a1,right,True,True,True,True,True,True,5184.0,FAIL,FAIL,True,False,"[True, 150.966]","[True, 1, 1]",True,True,True,"[True, 0]",True,"[True, 20, 1]","[True, -20]",False,True,False,True,True,True,"[False, 2.769]",True
23,5569f363-0934-464e-9a5b-77c8e67791a1,body,True,True,True,True,False,True,5208.0,FAIL,PASS,True,False,"[True, 30.193]","[True, 2, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
24,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,left,True,True,True,True,True,True,4314.0,FAIL,PASS,True,True,"[False, 149.269]","[True, 80, 1]",True,True,True,"[True, 0]",True,"[True, 4, 1]","[True, -1]",True,True,True,True,True,True,"[False, 2.569]",True
25,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,right,True,True,True,True,True,True,695.0,FAIL,FAIL,True,False,"[False, 60.126]","[True, 80, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 0]",False,True,True,True,True,True,"[False, 1.459]",True
26,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,body,True,True,True,True,False,True,1738.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 81, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
27,f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,left,True,True,True,True,True,True,7977.0,FAIL,PASS,True,True,"[False, 149.269]","[True, 1, 1]",True,True,True,"[True, 1]",True,"[True, 8, 1]","[True, 1]",True,True,True,True,True,True,"[False, 8.253]",True
28,f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,right,True,True,True,True,True,True,1285.0,FAIL,PASS,True,True,"[False, 60.126]","[True, 2, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 5]",True,True,True,True,True,True,"[False, 2.177]",True
29,f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,body,True,True,True,True,False,True,3214.0,FAIL,PASS,True,False,"[True, 30.063]","[True, 3, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
30,83d85891-bd75-4557-91b4-1cbb5f8bfc9d,left,True,True,True,True,True,True,7928.0,FAIL,PASS,True,True,"[False, 149.269]","[True, 3, 1]",True,True,True,"[True, 0]",True,"[True, 10, 1]","[True, 1]",True,True,True,True,True,True,"[False, 2.166]",True
31,83d85891-bd75-4557-91b4-1cbb5f8bfc9d,right,True,True,True,True,True,True,1277.0,FAIL,PASS,True,True,"[False, 60.126]","[True, 3, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 1]",True,True,True,True,True,True,"[False, 2.548]",True
32,83d85891-bd75-4557-91b4-1cbb5f8bfc9d,body,True,True,True,True,False,True,3194.0,FAIL,PASS,True,False,"[True, 30.063]","[True, 4, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
33,aec5d3cc-4bb2-4349-80a9-0395b76f04e2,left,True,True,True,True,True,True,10249.0,FAIL,PASS,True,True,"[False, 149.269]","[True, 0, 1]",True,True,True,"[True, 1]",True,"[True, 11, 1]","[True, -1]",True,True,True,True,True,True,"[False, 0.815]",True
34,aec5d3cc-4bb2-4349-80a9-0395b76f04e2,right,True,True,True,True,True,True,1651.0,FAIL,PASS,True,True,"[False, 60.126]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 1, 0]","[True, 2]",True,True,True,True,True,True,"[False, 1.941]",True
35,aec5d3cc-4bb2-4349-80a9-0395b76f04e2,body,True,True,True,True,False,True,4129.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 2, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
36,21d21fc3-4201-4edc-802a-c67b61952548,left,True,True,True,True,True,True,10779.0,FAIL,FAIL,True,True,"[False, 149.269]","[True, 1, 1]",True,True,True,"[True, 0]",True,"[True, 11, 0]","[True, 1]",True,True,True,False,True,True,"[True, None]",True
37,21d21fc3-4201-4edc-802a-c67b61952548,right,True,True,True,True,True,True,1737.0,FAIL,PASS,True,True,"[False, 60.126]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 5]",True,True,True,True,True,True,"[False, 2.396]",True
38,21d21fc3-4201-4edc-802a-c67b61952548,body,True,True,True,True,False,True,4343.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
39,6ed57216-498d-48a6-b48b-a243a34710ea,left,True,True,True,True,True,True,3631.0,WARNING,FAIL,True,True,"[True, 60.006]","[True, 1, 1]",True,True,True,"[True, 0]",True,"[True, 3, 1]","[True, 0]",False,True,False,True,True,True,"[False, 4.474]",True
40,6ed57216-498d-48a6-b48b-a243a34710ea,right,True,True,True,True,True,True,3628.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 11, 0]","[True, 1]",True,True,True,False,True,True,"[True, None]",True
41,6ed57216-498d-48a6-b48b-a243a34710ea,body,True,True,True,True,False,True,3646.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
42,35ed605c-1a1a-47b1-86ff-2b56144f55af,left,True,True,True,True,True,True,3695.0,WARNING,FAIL,True,True,"[True, 60.006]","[True, 0, 1]",True,True,True,"[True, 1]",True,"[True, 2, 1]","[True, 1]",False,True,True,True,True,True,"[False, 2.631]",True
43,35ed605c-1a1a-47b1-86ff-2b56144f55af,right,True,True,True,True,True,True,3692.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 14, 0]","[True, 1]",True,True,True,False,True,True,"[False, 1.136]",True
44,35ed605c-1a1a-47b1-86ff-2b56144f55af,body,True,True,True,True,False,True,3711.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
45,fa1f26a1-eb49-4b24-917e-19f02a18ac61,left,True,True,True,True,True,True,3805.0,WARNING,FAIL,True,True,"[True, 60.006]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 2]",False,True,True,True,True,True,"[False, 4.752]",True
46,fa1f26a1-eb49-4b24-917e-19f02a18ac61,right,True,True,True,True,True,True,3801.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 0, 1]",True,True,True,"[True, 0]",True,"[True, 15, 1]","[True, 0]",True,True,True,False,True,True,"[True, None]",True
47,fa1f26a1-eb49-4b24-917e-19f02a18ac61,body,True,True,True,True,False,True,3821.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
48,ee212778-3903-4f5b-ac4b-a72f22debf03,left,True,True,True,True,True,True,4286.0,FAIL,PASS,False,True,"[True, 60.006]","[True, 6, 1]",False,True,True,"[True, 0]",True,"[True, 0, 1]","[True, 0]",True,True,True,True,True,True,"[False, 4.27]",True
49,ee212778-3903-4f5b-ac4b-a72f22debf03,right,True,True,True,True,True,True,4282.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 4, 0]",True,True,True,"[True, 0]",True,"[True, 27, 0]","[True, 1]",True,True,True,False,True,True,"[True, None]",True
50,ee212778-3903-4f5b-ac4b-a72f22debf03,body,True,True,True,True,False,True,4304.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 7, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
51,91a3353a-2da1-420d-8c7c-fad2fedfdd18,left,True,True,True,True,True,True,4091.0,WARNING,FAIL,True,True,"[True, 60.006]","[True, 0, 1]",True,True,True,"[True, 1]",True,"[True, 1, 1]","[True, -1]",False,True,True,True,True,True,"[False, 1.454]",True
52,91a3353a-2da1-420d-8c7c-fad2fedfdd18,right,True,True,True,True,True,True,4087.0,WARNING,PASS,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 9, 0]","[True, 0]",True,True,True,True,True,True,"[True, 5.791]",True
53,91a3353a-2da1-420d-8c7c-fad2fedfdd18,body,True,True,True,True,False,True,4108.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
54,5157810e-0fff-4bcf-b19d-32d4e39c7dfc,left,True,True,True,True,True,True,3766.0,WARNING,WARNING,True,True,"[True, 60.006]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 0]",True,True,True,True,True,True,"[False, 1.44]",True
55,5157810e-0fff-4bcf-b19d-32d4e39c7dfc,right,True,True,True,True,True,True,3763.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 18, 0]","[True, 0]",False,True,True,True,True,True,"[False, 4.77]",True
56,5157810e-0fff-4bcf-b19d-32d4e39c7dfc,body,True,True,True,True,False,True,3782.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
57,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,left,True,True,True,True,True,True,4049.0,PASS,WARNING,True,True,"[True, 60.006]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 0]",True,True,True,True,True,True,"[False, 1.239]",True
58,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,right,True,True,True,True,True,True,4046.0,FAIL,FAIL,False,True,"[True, 150.015]","[True, 0, 0]",False,True,True,"[True, 0]",True,"[True, 13, 0]","[True, 1]",False,True,True,False,True,True,"[False, 1.296]",True
59,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,body,True,True,True,True,False,True,4066.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 2, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
60,71855308-7e54-41d7-a7a4-b042e78e3b4f,left,True,True,True,True,True,True,3834.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 1]",True,True,True,True,True,True,"[False, 1.337]",True
61,71855308-7e54-41d7-a7a4-b042e78e3b4f,right,True,True,True,True,True,True,3830.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 12, 0]","[True, 0]",True,True,True,False,True,True,"[True, None]",True
62,71855308-7e54-41d7-a7a4-b042e78e3b4f,body,True,True,True,True,False,True,3850.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
63,f359281f-6941-4bfd-90d4-940be22ed3c3,left,True,True,True,True,True,True,3527.0,PASS,PASS,True,True,"[True, 60.006]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 0]",True,True,True,True,True,True,"[False, 1.862]",True
64,f359281f-6941-4bfd-90d4-940be22ed3c3,right,True,True,True,True,True,True,3524.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 14, 0]","[True, 1]",False,True,True,False,True,True,"[True, None]",True
65,f359281f-6941-4bfd-90d4-940be22ed3c3,body,True,True,True,True,False,True,3542.0,WARNING,PASS,True,True,"[True, 30.154]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
66,51e53aff-1d5d-4182-a684-aba783d50ae5,left,True,True,True,True,True,True,3926.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 0, 1]",True,True,True,"[True, 1]",True,"[True, 0, 1]","[True, 0]",True,True,True,True,True,True,"[False, 1.287]",True
67,51e53aff-1d5d-4182-a684-aba783d50ae5,right,True,True,True,True,True,True,3922.0,PASS,WARNING,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 13, 0]","[True, -1]",True,True,True,True,True,True,"[True, 6.416]",True
68,51e53aff-1d5d-4182-a684-aba783d50ae5,body,True,True,True,True,False,True,3933.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
69,537677fe-1e24-4755-948c-fa4a4e8ecce5,left,True,True,True,True,True,True,4035.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 0, 1]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 0]",True,True,True,True,True,True,"[False, 1.217]",True
70,537677fe-1e24-4755-948c-fa4a4e8ecce5,right,True,True,True,True,True,True,4031.0,PASS,PASS,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 10, 0]","[True, 0]",True,True,True,True,True,True,"[True, 5.453]",True
71,537677fe-1e24-4755-948c-fa4a4e8ecce5,body,True,True,True,True,False,True,4042.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
72,5bcafa14-71cb-42fa-8265-ce5cda1b89e0,left,True,True,True,True,True,True,4443.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 1, 0]","[True, 1]",True,True,True,True,True,True,"[False, 4.383]",True
73,5bcafa14-71cb-42fa-8265-ce5cda1b89e0,right,True,True,True,True,True,True,4438.0,WARNING,WARNING,True,True,"[True, 150.015]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 26, 0]","[True, -3]",True,True,True,True,True,True,"[False, 3.742]",True
74,5bcafa14-71cb-42fa-8265-ce5cda1b89e0,body,True,True,True,True,False,True,4451.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
75,d32876dd-8303-4720-8e7e-20678dc2fd71,left,True,True,True,True,True,True,4473.0,PASS,PASS,True,True,"[True, 60.006]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 0]",True,True,True,True,True,True,"[False, 1.594]",True
76,d32876dd-8303-4720-8e7e-20678dc2fd71,right,True,True,True,True,True,True,4469.0,FAIL,PASS,True,False,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 29, 0]","[True, 0]",True,True,True,True,True,True,"[False, 0.699]",True
77,d32876dd-8303-4720-8e7e-20678dc2fd71,body,True,True,True,True,False,True,4481.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
78,72982282-e493-45ee-87ce-aa45cb3a3ec1,left,True,True,True,True,True,True,4711.0,PASS,PASS,True,True,"[True, 60.006]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 1, 0]","[True, 0]",True,True,True,True,True,True,"[False, 1.093]",True
79,72982282-e493-45ee-87ce-aa45cb3a3ec1,right,True,True,True,True,True,True,4707.0,FAIL,PASS,True,False,"[True, 150.015]","[True, 0, 1]",True,True,True,"[True, 0]",True,"[True, 20, 1]","[True, 0]",True,True,True,True,True,True,"[False, 1.194]",True
80,72982282-e493-45ee-87ce-aa45cb3a3ec1,body,True,True,True,True,False,True,4720.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
81,6434f2f5-6bce-42b8-8563-d93d493613a2,left,True,True,True,True,True,True,4483.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 0, 1]",True,True,True,"[True, 1]",True,"[True, 2, 1]","[True, 0]",True,True,True,True,True,True,"[False, 8.1]",True
82,6434f2f5-6bce-42b8-8563-d93d493613a2,right,True,True,True,True,True,True,4479.0,FAIL,PASS,True,False,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 16, 0]","[True, 0]",True,True,True,True,True,True,"[True, 5.815]",True
83,6434f2f5-6bce-42b8-8563-d93d493613a2,body,True,True,True,True,False,True,4491.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
84,64e3fb86-928c-4079-865c-b364205b502e,left,True,True,True,True,True,True,4026.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 0, 1]",True,True,True,"[True, 0]",True,"[True, 1, 0]","[True, 0]",True,True,True,True,True,True,"[False, 0.88]",True
85,64e3fb86-928c-4079-865c-b364205b502e,right,True,True,True,True,True,True,4022.0,WARNING,WARNING,True,True,"[True, 150.015]","[True, 0, 1]",True,True,True,"[True, 0]",True,"[True, 30, 1]","[True, 0]",True,True,True,True,True,True,"[False, 1.726]",True
86,64e3fb86-928c-4079-865c-b364205b502e,body,True,True,True,True,False,True,4034.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
87,15948667-747b-4702-9d53-354ac70e9119,left,True,True,True,True,True,True,4517.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 1, 1]",True,True,True,"[True, 0]",True,"[True, 0, 1]","[True, 0]",True,True,True,True,True,True,"[False, 0.997]",True
88,15948667-747b-4702-9d53-354ac70e9119,right,True,True,True,True,True,True,4513.0,FAIL,FAIL,True,False,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 19, 0]","[True, 1]",False,True,True,True,True,True,"[False, 2.069]",True
89,15948667-747b-4702-9d53-354ac70e9119,body,True,True,True,True,False,True,4525.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 2, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
90,288bfbf3-3700-4abe-b6e4-130b5c541e61,left,True,True,True,True,True,True,4312.0,PASS,PASS,True,True,"[True, 60.006]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 1]",True,True,True,True,True,True,"[False, 0.379]",True
91,288bfbf3-3700-4abe-b6e4-130b5c541e61,right,True,True,True,True,True,True,4308.0,WARNING,PASS,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 7, 0]","[True, 0]",NOT_COMPUTED,True,NOT_COMPUTED,True,True,True,"[False, 4.563]",True
92,288bfbf3-3700-4abe-b6e4-130b5c541e61,body,True,True,True,True,False,True,4320.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
93,fc43390d-457e-463a-9fd4-b94a0a8b48f5,left,True,True,True,True,True,True,4798.0,PASS,PASS,True,True,"[True, 60.006]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 1]",True,True,True,True,True,True,"[False, 5.298]",True
94,fc43390d-457e-463a-9fd4-b94a0a8b48f5,right,True,True,True,True,True,True,4794.0,PASS,FAIL,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 23, 0]","[True, 0]",False,True,True,True,True,True,"[False, 4.004]",True
95,fc43390d-457e-463a-9fd4-b94a0a8b48f5,body,True,True,True,True,False,True,4807.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
96,a405053a-eb13-4aa4-850c-5a337e5dc7fd,left,True,True,True,True,True,True,4326.0,WARNING,FAIL,True,True,"[True, 60.006]","[True, 0, 1]",True,True,True,"[True, 0]",True,"[True, 1, 1]","[True, -1]",True,True,False,False,True,True,"[True, None]",True
97,a405053a-eb13-4aa4-850c-5a337e5dc7fd,right,True,True,True,True,True,True,4321.0,WARNING,FAIL,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 22, 0]","[True, 2]",False,True,True,True,True,True,"[True, 9.273]",True
98,a405053a-eb13-4aa4-850c-5a337e5dc7fd,body,True,True,True,True,False,True,4333.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
99,93ad879a-aa42-4150-83e1-38773c9785e4,left,True,True,True,True,True,True,4113.0,WARNING,WARNING,True,True,"[True, 60.006]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 1, 0]","[True, 0]",True,True,True,True,True,True,"[True, 19.535]",True
100,93ad879a-aa42-4150-83e1-38773c9785e4,right,True,True,True,True,True,True,4109.0,PASS,FAIL,True,True,"[True, 150.015]","[True, 0, 0]",True,True,True,"[True, 0]",True,"[True, 17, 0]","[True, -1]",False,True,True,True,True,True,"[True, 6.092]",True
101,93ad879a-aa42-4150-83e1-38773c9785e4,body,True,True,True,True,False,True,4121.0,WARNING,PASS,True,True,"[True, 30.063]","[True, 1, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]",,,True,,,True,,,True
102,3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,left,True,True,True,True,True,True,4919.0,WARNING,PASS,True,True,"[True, 60.006]","[True, 3, 0]",True,True,True,"[True, 0]",True,"[True, 0, 0]","[True, 0]",True,True,True,True,True,True,"[False, 5.866]",True
