Session ID,Probe ID,Quality (Raw data),Quality (Spike sorting),Discontinuity,Jitter,Horizontal band,Loss of spikes
f312aaec-3b6f-44b3-86b4-3a0c119c0438,d585f4b5-d154-4666-92c4-eb219f1e0f02,PASS,PASS,False,False,False,False
f312aaec-3b6f-44b3-86b4-3a0c119c0438,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,PASS,PASS,False,False,False,False
fb70ebf7-8175-42b0-9b7a-7c6e8612226e,5fd00035-89d6-4e7c-bb26-f103388b731d,PASS,PASS,False,False,False,False
fb70ebf7-8175-42b0-9b7a-7c6e8612226e,acf04c3f-650a-4de0-b0d0-edf695dd2025,PASS,PASS,False,False,False,False
28741f91-c837-4147-939e-918d38d849f2,5458cb27-d065-4626-bcd8-1aa775e1115e,PASS,PASS,False,True,False,False
28741f91-c837-4147-939e-918d38d849f2,bf591043-03c2-48bb-9197-e17e85aaeb8f,WARNING,PASS,False,False,False,False
d2f5a130-b981-4546-8858-c94ae1da75ff,2d2cdf86-4a0c-42d8-aed3-5b187f160013,PASS,PASS,False,False,False,False
d2f5a130-b981-4546-8858-c94ae1da75ff,79628a45-c2e3-4206-97df-4c91edaff90f,PASS,PASS,False,False,False,False
57b5ae8f-d446-4161-b439-b191c5e3e77b,c42574be-0456-437f-8329-afc5a63b7e78,PASS,PASS,False,False,False,False
57b5ae8f-d446-4161-b439-b191c5e3e77b,e88eb9f8-fff3-469a-854d-d16adef19df0,PASS,PASS,False,False,False,False
dda5fc59-f09a-4256-9fb5-66c67667a466,69f42a9c-095d-4a25-bca8-61a9869871d3,PASS,WARNING,True,False,False,False
dda5fc59-f09a-4256-9fb5-66c67667a466,8169d556-f994-4735-b4c8-f7c85ddc39b0,PASS,FAIL,True,True,False,False
d16a9a8d-5f42-4b49-ba58-1746f807fcc1,5a9f8899-556a-43ea-892d-5e35b969ff38,WARNING,WARNING,False,False,False,True
37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,50f1512d-dd41-4a0c-b3ab-b0564f0424d7,PASS,PASS,False,False,False,False
37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,f4ff3ff8-19b7-40c7-bf6f-8b577b811ed1,PASS,PASS,False,False,False,False
2e6e179c-fccc-4e8f-9448-ce5b6858a183,35897454-8702-4dc4-9865-7f01fa65f355,PASS,FAIL,False,True,False,False
2e6e179c-fccc-4e8f-9448-ce5b6858a183,9f99bd34-40d4-4aac-ae2b-7bc7f7086ccb,PASS,PASS,True,False,False,False
1191f865-b10a-45c8-9c48-24a980fd9402,62a97aee-9f8b-40be-9ea7-f785ede30df8,PASS,PASS,False,False,False,False
1191f865-b10a-45c8-9c48-24a980fd9402,e52942b9-62b8-4cbf-9597-d73aea5cdb3e,PASS,FAIL,False,True,False,False
f10efe41-0dc0-44d0-8f26-5ff68dca23e9,7bc16ab1-1b0d-4f52-9e4b-210106ea344c,PASS,FAIL,False,True,False,False
f10efe41-0dc0-44d0-8f26-5ff68dca23e9,8d0a5caf-2be2-48c1-bf1a-f538bacd46b4,PASS,FAIL,True,True,False,False
6364ff7f-6471-415a-ab9e-632a12052690,516b2043-0176-49a3-a986-132b3d02f28a,PASS,PASS,False,False,False,False
7be8fec4-406b-4e74-8548-d2885dcc3d5e,44f5caad-c703-4279-866b-0303e57d2a7f,PASS,WARNING,True,False,False,False
7be8fec4-406b-4e74-8548-d2885dcc3d5e,f74a6b9a-b8a5-4c80-9c30-7dd4cdbb48c0,PASS,PASS,False,False,False,False
d57df551-6dcb-4242-9c72-b806cff5613a,e42e948c-3154-45cb-bf52-408b7cda0f2f,PASS,PASS,False,False,False,False
19e66dc9-bf9f-430b-9d6a-acfa85de6fb7,f967a527-257f-404a-871d-b91575dca3b4,PASS,PASS,False,False,False,False
824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,WARNING,PASS,False,False,False,False
1f095590-6669-46c9-986b-ccaf0620c5e9,ad256265-03f2-4b4e-954b-0ba0c5cf6707,WARNING,PASS,False,False,False,False
03d9a098-07bf-4765-88b7-85f8d8f620cc,94e948c1-f7be-4868-893a-f7cd2df3313e,PASS,PASS,True,False,False,False
0c828385-6dd6-4842-a702-c5075f5f5e81,3d3d5a5e-df26-43ee-80b6-2d72d85668a5,PASS,WARNING,False,False,False,True
bb099402-fb31-4cfd-824e-1c97530a0875,b83407f8-8220-46f9-9b90-a4c9f150c572,PASS,WARNING,False,False,False,False
111c1762-7908-47e0-9f40-2f2ee55b6505,27bac116-ea57-4512-ad35-714a62d259cd,PASS,WARNING,False,True,False,False
111c1762-7908-47e0-9f40-2f2ee55b6505,eebcaf65-7fa4-4118-869d-a084e84530e2,PASS,PASS,False,False,False,False
5455a21c-1be7-4cae-ae8e-8853a8d5f55e,e96cbd77-5fdf-4a35-81f4-4a6361bded65,PASS,WARNING,True,False,False,False
32d27583-56aa-4510-bc03-669036edad20,2e720cee-05cc-440e-a24b-13794b1ac01d,PASS,FAIL,False,True,False,False
8a3a0197-b40a-449f-be55-c00b23253bbf,a94a0023-d461-49fa-8cc6-032237039c27,PASS,WARNING,True,False,False,False
8a3a0197-b40a-449f-be55-c00b23253bbf,f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,PASS,PASS,False,False,False,False
ebc9392c-1ecb-4b4b-a545-4e3d70d23611,6358854e-51d2-47de-a278-5cbfd155feb6,PASS,PASS,False,False,False,True
19b44992-d527-4a12-8bda-aa11379cb08c,c872ca65-8319-4901-856e-7dc507e2dd9c,PASS,PASS,False,False,False,False
19b44992-d527-4a12-8bda-aa11379cb08c,f083fcd5-e456-433d-8aa5-6ace0a7ac170,PASS,FAIL,True,True,False,False
3537d970-f515-4786-853f-23de525e110f,501ab543-9d02-4085-956d-22b9b3eeb543,PASS,PASS,False,False,False,True
6f36868f-5cc1-450c-82fa-6b9829ce0cfe,54455bff-7afd-4a16-835f-f79b7c30bae9,PASS,FAIL,True,False,False,True
6f36868f-5cc1-450c-82fa-6b9829ce0cfe,7c94d733-b913-4064-83f2-37422712204c,PASS,FAIL,True,True,False,False
f99ac31f-171b-4208-a55d-5644c0ad51c3,6ad5a0a6-362a-4aec-8743-2e91469b0b62,PASS,PASS,False,False,False,False
e2b845a1-e313-4a08-bc61-a5f662ed295e,80f6ffdd-f692-450f-ab19-cd6d45bfd73e,PASS,FAIL,True,False,False,False
e2b845a1-e313-4a08-bc61-a5f662ed295e,ac839451-05bc-493e-b167-558b2b195baa,PASS,FAIL,True,False,False,False
2bdf206a-820f-402f-920a-9e86cd5388a4,02cc03e4-8015-4050-bb42-6c832091febb,PASS,WARNING,True,False,False,False
2bdf206a-820f-402f-920a-9e86cd5388a4,afe87fbb-3a17-461f-b333-e22903f1d70d,PASS,PASS,False,False,False,False
fa8ad50d-76f2-45fa-a52f-08fe3d942345,e05af01e-8721-4ec7-8d0f-dc022b3bebc3,PASS,PASS,False,False,False,False
8d316998-28c3-4265-b029-e2ca82375b2f,5245b505-d0e7-4942-94d1-b33a084fab03,PASS,WARNING,True,False,False,False
bda2faf5-9563-4940-a80f-ce444259e47b,29418b18-4db6-436f-a85e-b0f1d38d2e62,PASS,PASS,False,False,False,False
16693458-0801-4d35-a3f1-9115c7e5acfd,53ecbf4f-e0d8-4fe6-a852-8b934a37a1c2,PASS,PASS,False,False,False,False
16693458-0801-4d35-a3f1-9115c7e5acfd,b543e81e-4c8f-415e-82ec-631b177d19d2,PASS,FAIL,False,True,False,False
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,PASS,PASS,False,False,False,False
e1931de1-cf7b-49af-af33-2ade15e8abe7,fe2d6fc9-b0c4-4256-b427-9c06950da925,PASS,PASS,False,False,False,False
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,PASS,PASS,False,False,False,False
6cf2a88a-515b-4f7f-89a2-7d53eab9b5f4,31811232-52ef-456c-9772-5021c00b2bc9,PASS,PASS,False,False,False,False
6cf2a88a-515b-4f7f-89a2-7d53eab9b5f4,fa539f97-a078-4fc6-9a12-237799466d9c,PASS,PASS,False,False,False,False
16c3667b-e0ea-43fb-9ad4-8dcd1e6c40e1,c0c3bcca-6a79-47ef-becb-b1a157a3f2cb,PASS,PASS,False,False,False,False
16c3667b-e0ea-43fb-9ad4-8dcd1e6c40e1,d595ee58-75bb-4df3-96de-d9b4f4d1f6ab,PASS,PASS,False,True,False,False
dd87e278-999d-478b-8cbd-b5bf92b84763,15a2a63f-739d-4eb0-ab8f-fc95b6299b68,PASS,PASS,False,False,False,False
dd87e278-999d-478b-8cbd-b5bf92b84763,46448da7-ad7b-4ca8-b3ab-2d1d47439cbf,PASS,WARNING,False,False,False,False
15f742e1-1043-45c9-9504-f1e8a53c1744,3675290c-8134-4598-b924-83edb7940269,PASS,PASS,False,False,False,False
15f742e1-1043-45c9-9504-f1e8a53c1744,82765a73-2a03-42ca-ba98-194247caa62e,PASS,PASS,False,False,False,False
a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,adca9242-0725-41d4-8eb1-5655a464431d,PASS,PASS,False,False,False,False
a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,PASS,PASS,False,False,False,False
cc45c568-c3b9-4f74-836e-c87762e898c8,6a22a5b4-79ec-4b3c-b023-1ec7b4a2b675,PASS,PASS,False,False,False,False
cc45c568-c3b9-4f74-836e-c87762e898c8,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,PASS,PASS,False,False,False,False
a92c4b1d-46bd-457e-a1f4-414265f0e2d4,26af22bb-b295-4a45-8ed3-1700604c0708,PASS,PASS,False,False,False,False
a92c4b1d-46bd-457e-a1f4-414265f0e2d4,f44d2056-644c-4769-a189-7efe67b0269d,PASS,PASS,False,False,False,False
aad23144-0e52-4eac-80c5-c4ee2decb198,45e7731f-4a43-45d5-9029-c080150bc596,PASS,PASS,False,False,False,False
aad23144-0e52-4eac-80c5-c4ee2decb198,b749446c-18e3-4987-820a-50649ab0f826,PASS,PASS,False,False,False,False
8c552ddc-813e-4035-81cc-3971b57efe65,10ef1dcd-093c-4839-8f38-90a25edefb49,PASS,FAIL,False,True,False,False
8c552ddc-813e-4035-81cc-3971b57efe65,b98f6b89-3de4-4295-be1c-59e465de1e32,PASS,PASS,False,False,False,False
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,530f1670-9412-44ac-afdb-935d46bcaad3,PASS,WARNING,False,True,False,False
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,PASS,WARNING,False,True,False,True
9468fa93-21ae-4984-955c-e8402e280c83,0c42a3d2-beb7-4b7b-a9b5-1eea6c51e1f4,PASS,PASS,False,False,False,False
9468fa93-21ae-4984-955c-e8402e280c83,f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,PASS,FAIL,False,True,False,False
e5c75b62-6871-4135-b3d0-f6464c2d90c0,1d547041-230a-4af3-ba6a-7287de2bdec3,PASS,WARNING,False,True,False,True
e5c75b62-6871-4135-b3d0-f6464c2d90c0,aac3b928-e99a-4039-ace1-af45d0130d82,PASS,PASS,False,False,False,False
a6fe44a8-07ab-49b8-81f9-e18575aa85cc,50445b30-f4ef-4405-b014-1d792ddfed88,PASS,FAIL,False,True,False,False
a6fe44a8-07ab-49b8-81f9-e18575aa85cc,825ba9b8-ce03-49b7-b1a8-4d85ae2185af,PASS,WARNING,False,True,False,False
781b35fd-e1f0-4d14-b2bb-95b7263082bb,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,PASS,WARNING,True,False,False,False
781b35fd-e1f0-4d14-b2bb-95b7263082bb,70da415f-444d-4148-ade7-a1f58a16fcf8,PASS,PASS,False,True,False,False
571d3ffe-54a5-473d-a265-5dc373eb7efc,437f43e1-9c8f-4be9-ac89-97885b0e03d0,PASS,FAIL,False,True,False,False
571d3ffe-54a5-473d-a265-5dc373eb7efc,aecd7612-b5c5-4ad2-9e76-e5b783387e47,PASS,FAIL,False,False,False,False
0ac8d013-b91e-4732-bc7b-a1164ff3e445,63435e73-6a72-4007-b0da-03e6473e6870,PASS,PASS,False,False,False,False
0ac8d013-b91e-4732-bc7b-a1164ff3e445,8d661567-49f3-4547-997d-a345c0ffe2dd,PASS,PASS,False,False,False,False
69c9a415-f7fa-4208-887b-1417c1479b48,1a276285-8b0e-4cc9-9f0a-a3a002978724,PASS,FAIL,False,True,True,False
69c9a415-f7fa-4208-887b-1417c1479b48,72274871-80e5-4fb9-be1a-bb04acebb1de,PASS,FAIL,True,False,True,False
dfbe628d-365b-461c-a07f-8b9911ba83aa,ad315779-2b39-46c4-8348-b166e796fa7c,PASS,PASS,False,False,False,False
dfbe628d-365b-461c-a07f-8b9911ba83aa,df350b09-a420-42bb-9952-17862cbb9f1c,PASS,PASS,False,False,False,False
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,41ea689a-7e05-463b-915a-90e63b8c0572,PASS,PASS,False,True,False,False
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,PASS,PASS,False,True,False,False
0a018f12-ee06-4b11-97aa-bbbff5448e9f,16799c7a-e395-435d-a4c4-a678007e1550,PASS,PASS,False,False,False,False
4503697e-af44-47d9-898d-4924be990240,a8adabd7-7979-4fcf-99e7-d9bd9d27896f,PASS,PASS,False,False,False,False
7082d8ff-255a-47d7-a839-bf093483ec30,082187a0-121f-47d5-962a-a9ad467e7124,PASS,PASS,False,False,False,False
7082d8ff-255a-47d7-a839-bf093483ec30,2122d807-13ab-494e-a1cc-e55cf24d3e9f,PASS,PASS,False,True,False,False
ac7d3064-7f09-48a3-88d2-e86a4eb86461,1df6ebb3-9d16-4c0f-96cc-e1b1596d2006,PASS,WARNING,False,True,False,True
ac7d3064-7f09-48a3-88d2-e86a4eb86461,2c401cbd-b95c-4ebe-8a83-92b55ab49542,PASS,PASS,False,False,False,True
b22f694e-4a34-4142-ab9d-2556c3487086,8abf098f-d4f6-4957-9c0a-f53685db74cc,PASS,PASS,True,False,False,False
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,PASS,PASS,False,False,False,False
872ce8ff-9fb3-485c-be00-bc5479e0095b,0a0184b3-9e1a-4c36-98f4-00ae3beb8f01,PASS,PASS,False,False,False,False
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,PASS,PASS,False,False,False,False
1b715600-0cbc-442c-bd00-5b0ac2865de1,bbe6ebc1-d32f-42dd-a89c-211226737deb,PASS,PASS,False,False,False,False
1b715600-0cbc-442c-bd00-5b0ac2865de1,f639f4f3-ac14-4114-b712-f445463597e4,PASS,PASS,False,False,False,False
e45481fa-be22-4365-972c-e7404ed8ab5a,507b20cf-4ab0-4f55-9a81-88b02839d127,PASS,FAIL,True,True,False,False
e45481fa-be22-4365-972c-e7404ed8ab5a,f2a098e7-a67e-4125-92d8-36fc6b606c45,PASS,WARNING,False,False,False,False
ffef0311-8ffa-49e3-a857-b3adf6d86e12,4279e354-a6b8-4eff-8245-7c8723b07834,PASS,PASS,False,True,False,False
78b4fff5-c5ec-44d9-b5f9-d59493063f00,19c5b0d5-a255-47ff-9f8d-639e634a7b61,PASS,FAIL,True,False,False,True
78b4fff5-c5ec-44d9-b5f9-d59493063f00,1ca6cd06-1ed5-45af-b73a-017d5e7cff48,PASS,WARNING,False,False,False,True
