,region,combined_p-value,combined_sig,n_sessions,n_units_mean,values_std,values_median,valuesminusnull_median,frac_sig,values_median_sig,null_median_of_medians
101,VM,0.3939075503531213,False,2.0,11.0,0.01899817967366985,-0.021948754234351848,-0.012272688117996498,0.0,,-0.00967606611635535
102,VPL,0.09278440334782098,False,7.0,21.285714285714285,0.09023294800847453,-0.0069224820847396,0.0015766691742039006,0.14285714285714285,0.2508830699506142,-0.0077011977169866
103,VPLpc,,,,,,,,,,
104,VPM,0.11214237224126604,False,18.0,28.22222222222222,0.01633092660752385,-0.007568902895523449,-0.00023165753201059933,0.16666666666666666,0.0168322781374326,-0.008124881009252651
105,VPMpc,,,,,,,,,,
106,PoT,0.030508191688275853,True,5.0,18.6,0.012905669922727568,-0.0075368242112699,0.0020242832026917,0.2,0.0234063717516031,-0.0100773761713725
107,SPF,,,,,,,,,,
108,SPA,,,,,,,,,,
109,PP,,,,,,,,,,
110,MG,0.0011991470727258143,True,7.0,18.714285714285715,0.07453745895311042,-0.0039552189080575,0.0048443238927222,0.2857142857142857,0.1092307176066364,-0.0080076961502582
111,LGd,1.9568763022898505e-06,True,12.0,20.5,0.14859659339145312,-0.0005544032917564499,0.005359222160661651,0.5,0.0597130083075104,-0.007717926255062501
112,LP,3.407535121687831e-09,True,32.0,25.84375,0.1367818049645399,-0.00531861214995415,0.0013470607754144494,0.40625,0.1617716060953891,-0.0073784970672532
113,PO,0.06498551360455423,False,29.0,36.86206896551724,0.034466734737052515,-0.0062119764777859,0.0010509360176689997,0.06896551724137931,0.0883933574599915,-0.0074309170407225
114,POL,0.005163011468000387,True,5.0,14.2,0.036089997791426555,-0.0049769469833137,0.0026625550199480003,0.4,0.058656851557398595,-0.0111349174493585
115,SGN,0.13397246926915224,False,5.0,12.8,0.10116374951344406,-0.0090221544900263,0.00024211667732270022,0.2,0.2411847684531833,-0.009264271167349
116,Eth,0.06868413797089248,False,9.0,19.11111111111111,0.011717574007683683,-0.0057109951573709,0.0013482296009606999,0.2222222222222222,0.014113643122277551,-0.0070902298337645
117,AV,0.00549217844431817,True,4.0,20.75,0.02061665396228106,0.0008878456139668001,0.0080462594710283,0.25,0.0436389730820394,-0.0070895416139854
118,AM,0.46141486352703054,False,3.0,22.0,0.0023632576095900647,-0.0060734669345728,0.0011137032908812997,0.0,,-0.0070269384386548
119,AD,,,,,,,,,,
120,IAM,,,,,,,,,,
121,IAD,,,,,,,,,,
122,LD,0.974005720844752,False,7.0,23.714285714285715,0.011752416613619594,-0.0113534048007056,-0.0021227670751775996,0.0,,-0.0088886609421254
123,IMD,,,,,,,,,,
124,MD,0.6681977263904786,False,11.0,28.09090909090909,0.005006097717702738,-0.0074363176288165,-0.000805197561694,0.0,,-0.005802479746586
125,SMT,0.009190357234971632,True,2.0,25.0,0.0265951609974704,0.0210858379801182,0.02734476481579375,0.5,0.0476809989775886,-0.00625892683567555
126,PR,,,,,,,,,,
127,PVT,0.19401195451401237,False,4.0,14.75,0.0010663884337907357,-0.00564549851376525,0.0014438587779130505,0.0,,-0.0070912634547585
128,PT,,,,,,,,,,
129,RE,,,,,,,,,,
130,Xi,,,,,,,,,,
131,RH,,,,,,,,,,
132,CM,,,,,,,,,,
133,PCN,0.9586421861947194,False,2.0,12.0,0.00328593819793635,-0.01132629903559795,-0.0050307673296779,0.0,,-0.00629553170592005
134,CL,,,,,,,,,,
135,PF,,,,,,,,,,
136,PIL,,,,,,,,,,
137,RT,0.5998189422880502,False,3.0,12.333333333333334,0.00573054406440436,-0.0054381868808636,0.0007103264566360999,0.0,,-0.0065949877338942
138,IGL,,,,,,,,,,
139,IntG,,,,,,,,,,
140,LGv,0.014151525831747579,True,2.0,19.0,0.04672494496359585,0.03955062584974035,0.049408402449066996,0.5,0.0862755708133362,-0.00985777659932665
141,SubG,,,,,,,,,,
142,MH,,,,,,,,,,
143,LH,,,,,,,,,,
144,SO,,,,,,,,,,
145,PVH,,,,,,,,,,
146,PVa,,,,,,,,,,
147,PVi,,,,,,,,,,
148,ARH,,,,,,,,,,
149,ADP,,,,,,,,,,
150,AVP,,,,,,,,,,
151,AVPV,,,,,,,,,,
152,DMH,,,,,,,,,,
153,MEPO,,,,,,,,,,
154,MPO,0.4648717597675498,False,2.0,11.5,0.005270833703924001,-0.008086370291187,-0.0013776986141963007,0.0,,-0.006708671676990699
155,PS,,,,,,,,,,
156,PVp,,,,,,,,,,
157,PVpo,,,,,,,,,,
158,SBPV,,,,,,,,,,
159,SCH,,,,,,,,,,
160,SFO,,,,,,,,,,
161,VMPO,,,,,,,,,,
162,VLPO,,,,,,,,,,
163,AHN,,,,,,,,,,
164,LM,,,,,,,,,,
165,MM,,,,,,,,,,
166,SUM,,,,,,,,,,
167,TM,,,,,,,,,,
168,MPN,,,,,,,,,,
169,PMd,,,,,,,,,,
170,PMv,,,,,,,,,,
171,PVHd,,,,,,,,,,
172,VMH,,,,,,,,,,
173,PH,,,,,,,,,,
174,LHA,0.027633574721920618,True,2.0,17.5,0.0102103841861837,0.0004849738664869001,0.00610535848161365,0.5,0.0106953580526706,-0.00562038461512675
175,LPO,,,,,,,,,,
176,PSTN,,,,,,,,,,
177,PeF,,,,,,,,,,
178,RCH,,,,,,,,,,
179,STN,,,,,,,,,,
180,TU,,,,,,,,,,
181,ZI,0.013329497570736972,True,5.0,11.0,0.15911572884338837,-0.0106098282741869,-0.0023964039843035,0.4,0.23702292476689055,-0.0082806275103459
182,SCs,,,,,,,,,,
183,IC,0.3647823568854943,False,4.0,13.0,0.008241125135772192,-0.008007043195649651,-0.0011952943742606498,0.0,,-0.008470133299635349
184,NB,,,,,,,,,,
185,SAG,,,,,,,,,,
186,PBG,,,,,,,,,,
187,SNr,,,,,,,,,,
188,VTA,,,,,,,,,,
189,PN,,,,,,,,,,
190,RR,,,,,,,,,,
191,MRN,3.060182220409292e-07,True,30.0,16.466666666666665,0.1085928985243011,-0.0072727255514156,6.39374891331498e-05,0.36666666666666664,0.0471682440710113,-0.0073321819563839
192,SCm,1.2911710013301539e-12,True,24.0,19.958333333333332,0.1093407784851997,0.02895681598936955,0.041721205007683546,0.5416666666666666,0.0916859559407947,-0.0082516085464926
193,PAG,0.017895417230820037,True,10.0,15.1,0.04785733139556548,-0.00855324501389565,-0.0021368712106371998,0.3,0.0229346181786869,-0.007575965626419301
194,APN,9.957836881900155e-11,True,22.0,20.045454545454547,0.08483966662928688,0.006234952153129501,0.013246106815126151,0.5454545454545454,0.053741285871949304,-0.0072427755171334
195,MPT,,,,,,,,,,
196,NOT,,,,,,,,,,
197,NPC,,,,,,,,,,
198,OP,,,,,,,,,,
199,PPT,,,,,,,,,,
200,RPF,,,,,,,,,,
201,CUN,,,,,,,,,,
202,RN,0.05493927816591347,False,5.0,14.6,0.018858058735552106,-0.0087341863390308,0.0027241439302320997,0.2,0.0316153576641162,-0.0104504896465652
203,III,,,,,,,,,,
204,MA3,,,,,,,,,,
205,EW,,,,,,,,,,
206,IV,,,,,,,,,,
207,Pa4,,,,,,,,,,
208,VTN,,,,,,,,,,
209,AT,,,,,,,,,,
210,LT,,,,,,,,,,
211,DT,,,,,,,,,,
212,MT,,,,,,,,,,
213,SNc,,,,,,,,,,
214,PPN,0.001011887374569754,True,2.0,15.0,0.019935970136945,0.0261012664233818,0.033009277674366254,1.0,0.0261012664233818,-0.006908011250984451
215,IF,,,,,,,,,,
216,IPN,,,,,,,,,,
217,RL,,,,,,,,,,
218,CLI,,,,,,,,,,
219,DR,,,,,,,,,,
220,NLL,,,,,,,,,,
221,PSV,,,,,,,,,,
222,PB,0.36681458379848725,False,2.0,16.0,0.00406376300732545,-0.00983517347353395,-8.829803077670031e-05,0.0,,-0.00974687544275725
223,SOC,,,,,,,,,,
224,B,,,,,,,,,,
225,DTN,,,,,,,,,,
226,PDTg,,,,,,,,,,
227,PCG,,,,,,,,,,
228,PG,,,,,,,,,,
229,PRNc,0.00028728521116105855,True,2.0,22.0,0.008649662102332596,0.0872884011776417,0.09259431350137146,1.0,0.0872884011776417,-0.00530591232372975
230,SG,,,,,,,,,,
231,SUT,,,,,,,,,,
232,TRN,,,,,,,,,,
233,V,,,,,,,,,,
234,P5,,,,,,,,,,
235,Acs5,,,,,,,,,,
236,PC5,,,,,,,,,,
237,I5,,,,,,,,,,
238,CS,0.00028728521116105855,True,2.0,16.5,0.11976621766122283,0.13974883656453504,0.14671629846137493,1.0,0.13974883656453504,-0.0069674618968398995
239,LC,,,,,,,,,,
240,LDT,,,,,,,,,,
241,NI,,,,,,,,,,
242,PRNr,2.2481151677886594e-05,True,7.0,19.571428571428573,0.06013467077438693,0.0324128318170847,0.0393932007688553,0.5714285714285714,0.0613229768286867,-0.0081563161832626
243,RPO,,,,,,,,,,
244,SLC,,,,,,,,,,
245,SLD,,,,,,,,,,
246,AP,,,,,,,,,,
247,DCO,0.024766091257179882,True,2.0,15.0,0.0284893831383367,0.0174616159695632,0.029307488715529198,0.5,0.0459509991078999,-0.011845872745966001
248,VCO,,,,,,,,,,
249,CU,,,,,,,,,,
250,GR,,,,,,,,,,
251,ECU,,,,,,,,,,
252,NTB,,,,,,,,,,
253,NTS,,,,,,,,,,
254,SPVC,,,,,,,,,,
255,SPVI,0.7154979129763765,False,3.0,11.333333333333334,0.001975243648045871,-0.0135572525733827,-0.0008596752517514988,0.0,,-0.0126975773216312
256,SPVO,,,,,,,,,,
257,Pa5,,,,,,,,,,
258,VI,,,,,,,,,,
259,VII,,,,,,,,,,
260,AMB,,,,,,,,,,
261,DMX,,,,,,,,,,
262,GRN,5.2756808760101295e-06,True,6.0,15.5,0.07072493543073029,0.02755305982172225,0.0402172051516487,0.6666666666666666,0.05149961387067775,-0.0081532195117854
263,ICB,,,,,,,,,,
264,IO,,,,,,,,,,
265,IRN,0.007376021827293003,True,5.0,13.2,0.10561416578355762,-0.0058554773417354,0.002260267985745801,0.4,0.1354917489529285,-0.0073086323451614
266,ISN,,,,,,,,,,
267,LIN,,,,,,,,,,
268,LRN,,,,,,,,,,
269,MARN,,,,,,,,,,
270,MDRN,0.3772518887515536,False,2.0,10.0,0.0004969286320695501,-0.00717598798930455,0.0014086985175172,0.0,,-0.008584686506821749
271,PARN,0.14113543772057582,False,3.0,12.666666666666666,0.016957441580768378,-0.0099613846093213,-0.001051415117914501,0.3333333333333333,0.0240755790844315,-0.0087301863332985
272,PAS,,,,,,,,,,
273,PGRN,,,,,,,,,,
274,NR,,,,,,,,,,
275,PRP,,,,,,,,,,
276,PMR,,,,,,,,,,
277,PPY,,,,,,,,,,
278,LAV,,,,,,,,,,
279,MV,0.11145245800497729,False,3.0,18.0,0.0027998900907469176,-0.0037717070728127,0.0022251178254937,0.0,,-0.0064389772570149
280,SPIV,,,,,,,,,,
281,SUV,,,,,,,,,,
282,x,,,,,,,,,,
283,XII,,,,,,,,,,
284,y,,,,,,,,,,
285,RM,,,,,,,,,,
286,RPA,,,,,,,,,,
287,RO,,,,,,,,,,
288,LING,,,,,,,,,,
289,CENT2,0.9620705677014976,False,4.0,16.75,0.002700072900314086,-0.01168480850338265,-0.0027833135693552005,0.0,,-0.0090684539564416
290,CENT3,0.043638162185652904,True,3.0,24.333333333333332,0.03175055895533046,-0.0124887720898121,0.0009183746961624016,0.3333333333333333,0.050495705946871,-0.0134071467859745
291,CUL4 5,0.18244797783351666,False,9.0,29.0,0.02443976048269701,-0.0079578193990634,0.0008908269918192998,0.1111111111111111,0.0663506415232273,-0.0089257746665261
292,DEC,,,,,,,,,,
293,FOTU,,,,,,,,,,
294,PYR,,,,,,,,,,
295,UVU,,,,,,,,,,
296,NOD,0.05144035952692342,False,2.0,13.0,0.0039965296933488995,-0.0006780904332475998,0.0055910958126615005,0.5,0.0033184392601013,-0.0062691862459091
297,SIM,0.8901311808665037,False,6.0,28.5,0.0036259893527112222,-0.011897282229468651,-0.00293908030949555,0.0,,-0.00631162140304685
298,ANcr1,0.05384104575701388,False,4.0,32.25,0.037778771040850784,-0.0050736347165771505,0.0064132596520645,0.25,0.0779385506385554,-0.0109041393785059
299,ANcr2,0.791348347930888,False,2.0,51.5,0.00327351848558705,-0.01494387205723165,-0.002481696766221699,0.0,,-0.012462175291009951
300,PRM,0.7092378450016055,False,3.0,25.0,0.004887512744080543,-0.0128755471497106,-0.0015454934223684998,0.0,,-0.0113300537273421
301,COPY,0.023655322848000454,True,2.0,14.5,0.00493097671210285,-0.0010520075133966503,0.0068136507512019506,0.5,0.0038789691987062,-0.007865658264598601
302,PFL,,,,,,,,,,
303,FL,,,,,,,,,,
304,FN,,,,,,,,,,
305,IP,0.0025072612058245204,True,2.0,62.5,0.0505931289030141,0.059110738327142996,0.0691204925517165,0.5,0.1097038672301571,-0.0100097542245735
306,DN,,,,,,,,,,
307,VeCB,,,,,,,,,,
